,main,main_16_TEXT,clicked
1024,I've had COVID so I don't think I need a vaccine,,0
1025,Concerns about unknown risks,I do not feel the vaccine has been around long enough to determine potential long term risks or complications,0
1026,Concerns about unknown risks,,0
1027,I have allergies that could react to the vaccine,,0
1028,Concerns about unknown risks,,0
1029,"I am pregnant, breastfeeding or planning to become pregnant",,0
1030,"I am pregnant, breastfeeding or planning to become pregnant",,0
1031,"I am pregnant, breastfeeding or planning to become pregnant",,0
1032,It depends on which vaccine I'm offered,,0
1033,Concerns about unknown risks,,0
1034,I have a preexisting medical condition that would prevent me from getting the vaccine,,0
1035,Concerns about unknown risks,,0
1036,I don't trust the FDA approval process,,0
1037,It depends on when it's offered to me; I'd like to wait to take it until I see how it goes with others,,0
1038,Concerns about unknown risks,,0
1039,Other,Refuse it ,0
1040,"Concerns about the vaccine's ingredients (e.g., mRNA)",,0
1041,Concerns about unknown risks,,0
1042,"Concerns about known side effects (e.g., headache, fatigue)",,0
1043,"I am pregnant, breastfeeding or planning to become pregnant",,0
1044,Concerns about unknown risks,,0
1045,Concerns about unknown risks,,0
1046,I've had COVID so I don't think I need a vaccine,was told you need to wait 90 post positive covid result ,0
1047,I don't feel I need to be vaccinated; I'm not at high risk for infection,,0
1048,Other,I do not want it. ,0
1049,Concerns about unknown risks,,0
1050,Concerns about unknown risks,,0
1051,Concerns about unknown risks,,0
1052,Concerns about unknown risks,,0
1053,I don't trust the FDA approval process,,0
1054,Concerns about unknown risks,,0
1055,"I am pregnant, breastfeeding or planning to become pregnant",,0
1056,I've had COVID so I don't think I need a vaccine,,0
1057,Concerns about unknown risks,,0
1058,"I am pregnant, breastfeeding or planning to become pregnant",,0
1059,I have a preexisting medical condition that would prevent me from getting the vaccine,,0
1060,Other,n/a,0
1061,Concerns about unknown risks,,0
1062,I work out of state; I plan to receive a vaccine when one is available to me in my state,,0
1063,Concerns about unknown risks,,0
1064,It depends on when it's offered to me; I'd like to wait to take it until I see how it goes with others,,0
1065,It depends on when it's offered to me; I'd like to wait to take it until I see how it goes with others,,0
1066,Concerns about unknown risks,,0
1067,"Concerns about known side effects (e.g., headache, fatigue)",,0
1068,I don't feel I need to be vaccinated; I'm not at high risk for serious complications from COVID if I am infected,,0
1069,Multiple reasons,Allergies and mRNA is a no go for me.,0
1070,I don't feel I need to be vaccinated; I'm not at high risk for infection,,0
1071,It depends on when it's offered to me; I'd like to wait to take it until I see how it goes with others,,0
1072,Concerns about unknown risks,,0
1073,Concerns about unknown risks,,0
1074,"I am pregnant, breastfeeding or planning to become pregnant",,0
1075,Concerns about unknown risks,,0
1076,Concerns about unknown risks,,0
1077,Concerns about unknown risks,,0
1078,I've had COVID so I don't think I need a vaccine,I was just diagnosed with COVID December 17th. I don't want the vaccine yet,0
1079,Concerns about unknown risks,,0
1080,Concerns about unknown risks,,0
1081,I work out of state; I plan to receive a vaccine when one is available to me in my state,,0
1082,Concerns about unknown risks,,0
1083,It depends on when it's offered to me; I'd like to wait to take it until I see how it goes with others,,0
1084,Concerns about unknown risks,,0
1085,"I am pregnant, breastfeeding or planning to become pregnant",,0
1086,Concerns about unknown risks,,0
1087,"Concerns about known side effects (e.g., headache, fatigue)",,0
1088,Concerns about the vaccine’s efficacy,,0
1089,"I am pregnant, breastfeeding or planning to become pregnant",,0
1090,Concerns about unknown risks,,0
1091,I have allergies that could react to the vaccine,,0
1092,I have a preexisting medical condition that would prevent me from getting the vaccine,,0
1093,Concerns about unknown risks,,0
1094,"Concerns about the vaccine's ingredients (e.g., mRNA)",,0
1095,Other,other,0
1096,It depends on when it's offered to me; I'd like to wait to take it until I see how it goes with others,,0
1097,"I am pregnant, breastfeeding or planning to become pregnant",,0
1098,Concerns about the vaccine’s efficacy,,0
1099,Concerns about unknown risks,,0
1100,Concerns about unknown risks,,0
1101,Other,xxxxxxxxxxxxx,0
1102,I have allergies that could react to the vaccine,,0
1103,Concerns about unknown risks,,0
1104,Concerns about unknown risks,,0
1105,I've had COVID so I don't think I need a vaccine,,0
1106,Concerns about unknown risks,,0
1107,Privacy concerns about Geisinger or state government tracking,,0
1108,Concerns about unknown risks,,0
1109,Concerns about unknown risks,,0
1110,Concerns about unknown risks,,0
1111,Concerns about unknown risks,,0
1112,Other,too new,0
1113,Concerns about unknown risks,,0
1114,"Concerns about known side effects (e.g., headache, fatigue)",,0
1115,"I am pregnant, breastfeeding or planning to become pregnant",I am pregnant and will receive once baby is born (due 2/20),0
1116,Concerns about unknown risks,,0
1117,Other,I choose not to reeive it.,0
1118,"I am pregnant, breastfeeding or planning to become pregnant",,0
1119,"Concerns about the vaccine's ingredients (e.g., mRNA)",,0
1120,Other,It is part of the patient bill of rights to refused treatment. I refuse the COVID-19 vaccine,0
1121,I've had COVID so I don't think I need a vaccine,"Recently had COVID, not currently opting for the vaccine yet due to current natural antibodies",0
1122,Concerns about unknown risks,,0
1123,Concerns about the vaccine’s efficacy,"unkown risks, plus the fact I do not believe in vaccinations and was already forced to get the flu shot and will not be participating in the covid shot.  I work from home and I am not in contact with anyone besides my family and we all have the same agreement in not getting the vaccine.  ",0
1124,I have allergies that could react to the vaccine,,0
1125,Other,i don't want the vaccine no reason,0
1126,Concerns about unknown risks,,0
1127,I've had COVID so I don't think I need a vaccine,,0
1128,Concerns about unknown risks,,0
1129,Concerns about unknown risks,,0
1130,I have allergies that could react to the vaccine,,0
1131,Already vaccinated,I received the vaccine from Mount Nittany,0
1132,"Concerns about known side effects (e.g., headache, fatigue)",,0
1133,It depends on when it's offered to me; I'd like to wait to take it until I see how it goes with others,,0
1134,"I am pregnant, breastfeeding or planning to become pregnant",Pregnancy ,0
1135,Concerns about unknown risks,,0
1136,Other,Still not interested ,0
1137,Other,i refuse,0
1138,Concerns about unknown risks,,0
1139,I work out of state; I plan to receive a vaccine when one is available to me in my state,"I live 2 hours from Geisinger, so it is not practical for me to receive the shot right now. Thank you!",0
1140,Concerns about unknown risks,,0
1141,Other,I was off with covid and had to use my pto and Extented PTO WHICH ISNT FAIR,0
1142,Concerns about unknown risks,,0
1143,Concerns about unknown risks,,0
1144,Concerns about unknown risks,,0
1145,Other,"Low risk category, no patient contact; would prefer to wait until higher risk populations (including the public) have the opportunity to receive.",0
1146,Concerns about unknown risks,,0
1147,Concerns about unknown risks,,0
1148,"I am pregnant, breastfeeding or planning to become pregnant",,0
1149,Concerns about unknown risks,,0
1150,Concerns about unknown risks,,0
1151,Concerns about unknown risks,,0
1152,Other,I will get vaccine in the future,0
1153,Other,It's not your concern,0
1154,Concerns about unknown risks,,0
1155,Concerns about unknown risks,,0
1156,Concerns about unknown risks,,0
1157,I have a preexisting medical condition that would prevent me from getting the vaccine,,0
1158,Other,receiving another vaccine & concerned about having both(risks & side effects),0
1159,Concerns about unknown risks,,0
1160,Other,dont want it,0
1161,It depends on when it's offered to me; I'd like to wait to take it until I see how it goes with others,,0
1162,"Concerns about known side effects (e.g., headache, fatigue)",,0
1163,Concerns about unknown risks,,0
1164,"I am pregnant, breastfeeding or planning to become pregnant",,0
1165,I have allergies that could react to the vaccine,,0
1166,Other,I don't want it,0
1167,Concerns about unknown risks,,0
1168,It depends on when it's offered to me; I'd like to wait to take it until I see how it goes with others,,0
1169,Concerns about unknown risks,,0
1170,It depends on when it's offered to me; I'd like to wait to take it until I see how it goes with others,,0
1171,I don't trust the FDA approval process,,0
1172,It depends on when it's offered to me; I'd like to wait to take it until I see how it goes with others,,0
1173,Religious reasons,i have religious excemption from vaccinations,0
1174,I have allergies that could react to the vaccine,,0
1175,Other,"As per patient bill of rights patients have the right to refuse treatment, and I refuse the COVID vaccine ",0
1176,I don't feel I need to be vaccinated; I'm not at high risk for serious complications from COVID if I am infected,,0
1177,"I am pregnant, breastfeeding or planning to become pregnant",,0
1178,Other,no thank you,0
1179,Concerns about unknown risks,,0
1180,Concerns about unknown risks,,0
1181,Concerns about unknown risks,,0
1182,Other,i just dont want it,0
1183,"I am pregnant, breastfeeding or planning to become pregnant",,0
1184,Multiple reasons,almost all of the above,0
1185,I have allergies that could react to the vaccine,,0
1186,Concerns about unknown risks,,0
1187,I've had COVID so I don't think I need a vaccine,,0
1188,Other,anxiety about vaccine ,0
1189,"I am pregnant, breastfeeding or planning to become pregnant",,0
1190,I work out of state; I plan to receive a vaccine when one is available to me in my state,,0
1191,I don't trust the FDA approval process,,0
1192,Other,Just not yet. ,0
1193,I don't trust the FDA approval process,,0
1194,I don't feel I need to be vaccinated; I'm not at high risk for serious complications from COVID if I am infected,,0
1195,I don't feel I need to be vaccinated; I'm not at high risk for serious complications from COVID if I am infected,,0
1196,Concerns about unknown risks,,0
1197,Concerns about unknown risks,,0
1198,Concerns about unknown risks,,0
1199,"Concerns about the vaccine's ingredients (e.g., mRNA)",,0
1200,I have a preexisting medical condition that would prevent me from getting the vaccine,,0
1201,Privacy concerns about Geisinger or state government tracking,,0
1202,"I am pregnant, breastfeeding or planning to become pregnant",,0
1203,Concerns about the vaccine’s efficacy,,0
1204,Concerns about unknown risks,concerns about future unknown effects,0
1205,Concerns about unknown risks,,0
1206,I don't feel I need to be vaccinated; I'm not at high risk for serious complications from COVID if I am infected,,0
1207,"I am pregnant, breastfeeding or planning to become pregnant",,0
1208,Already vaccinated,Received vaccine at other place of employment ,0
1209,"I am pregnant, breastfeeding or planning to become pregnant",,0
1210,"Concerns about the vaccine's ingredients (e.g., mRNA)",,0
1211,"I am pregnant, breastfeeding or planning to become pregnant",,0
1212,I have a preexisting medical condition that would prevent me from getting the vaccine,I have been sick lately and have a hematoma in my spleen and don not want to get the vaccine until I am feeling better.,0
1213,"I am pregnant, breastfeeding or planning to become pregnant",,0
1214,"I am pregnant, breastfeeding or planning to become pregnant",,0
1215,Concerns about the vaccine’s efficacy,,0
1216,Concerns about the vaccine’s efficacy,,0
1217,Concerns about unknown risks,,0
1218,Already vaccinated,i have already saved in my area the first dose,0
1219,"Concerns about the vaccine's ingredients (e.g., mRNA)",,0
1220,Concerns about unknown risks,,0
1221,Concerns about unknown risks,,0
1222,"I am pregnant, breastfeeding or planning to become pregnant",,0
1223,Already vaccinated,I have received the vaccine elsewhere,0
1224,"I am pregnant, breastfeeding or planning to become pregnant",,0
1225,"I am pregnant, breastfeeding or planning to become pregnant",,0
1226,Concerns about unknown risks,,0
1227,I've had COVID so I don't think I need a vaccine,I am currently struggling with Covid 19,0
1228,"Concerns about known side effects (e.g., headache, fatigue)",,0
1229,"Concerns about known side effects (e.g., headache, fatigue)",,0
